AppID;Name;Metacritic score;Metacritic url;User score;Positive;Negative;Score rank;Recommendations
1943590;溪风谷之战 Playtest;0;;0;0;0;;0
1995240;Deer Journey;0;;0;0;0;;0
514870;Fat City;0;;0;3;0;;0
548290;Dark Eden;0;;0;124;132;;0
695420;Hex: Origins;0;;0;8;0;;0
1241110;ANARCHY;0;;0;12;6;;0
587490;Dark Throne;0;;0;17;17;;0
546050;Puyo Puyo™Tetris®;0;;0;4181;806;;4195
301700;Numba Deluxe;0;;0;164;95;;0
2004200;Pickup One;0;;0;0;1;;0
1588070;DuckMan;0;;0;2;8;;0
730310;DYNASTY WARRIORS 9;0;;0;3075;6009;;5946
242530;The Chaos Engine;40;http://www.metacritic.com/game/pc/the-chaos-engine;0;245;130;;226
1372570;Domino House;0;;0;21;1;;0
1345820;Ragnarock;87;https://www.metacritic.com/game/pc/ragnarock?ftag=MCD-06-10aaa1f;0;2108;111;;1996
420270;Into the Void;0;;0;80;50;;0
435790;10 Second Ninja X;0;;0;2083;481;;171
926310;咕啾！文鸟恋爱物语 Love Story of Sparrow;0;;0;242;27;;259
788020;Critical Gravity;0;;0;6;2;;0
467400;Go For Launch: Mercury;0;;0;53;11;;0
856730;ARENA 8;0;;0;1;3;;0
1106950;Furries & Scalies: Friendswood;0;;0;1;0;;0
1274570;DEVOUR;0;;0;41425;3672;;34613
1470790;Doug Flutie's Maximum Football 2020;0;;0;26;24;;0
1087620;Life In Yima / 依玛村生活;0;;0;14;2;;0
1348430;Chicken Bomb;0;;0;68;3;;0
1547580;Welcome To... Chichester 2 - Part II : No Extra Regrets For The Future;0;;0;6;0;;0
1253680;Super Soccer Blast;0;;0;79;29;;0
1881210;The Masters: Survival;0;;0;0;0;;0
497670;Line/Dash;0;;0;25;7;;0
850040;PuzzGun;0;;0;15;1;;0
7940;Call of Duty® 4: Modern Warfare®;92;https://www.metacritic.com/game/pc/call-of-duty-4-modern-warfare?ftag=MCD-06-10aaa1f;0;16788;1211;;13997
741770;Santa's vacation;0;;0;9;4;;0
110630;Mutant Storm: Reloaded;0;;0;33;15;;0
572330;The Fan;0;;0;72;43;;0
1683240;Misha Adventures;0;;0;10;10;;0
567150;Mosaics Galore;0;;0;68;20;;0
700880;Kingdom: The Far Reaches;0;;0;2;0;;0
1413090;Yoli TD;0;;0;26;0;;0
1610860;Merek's Market;0;;0;16;0;;0
1302840;Kooring VR Coding Adventure;0;;0;8;0;;0
1305570;BRAVE PINBALL;0;;0;11;9;;0
1609730;Aliens vs. Ghosts;0;;0;69;2;;0
717980;伏雨录：少年篇;0;;0;72;8;;0
1417450;Grilled;0;;0;1;0;;0
778900;Magical Star Pillars;0;;0;1;0;;0
1004200;Biathlon Battle VR;0;;0;15;11;;0
1506230;Bigfoot Forest;0;;0;73;15;;0
638230;Journey;0;;0;20432;1120;;19825
1839080;The Pointless Car Chase: Refueled;0;;0;26;3;;0
907460;Girlfriend Cards;0;;0;11;18;;0
1307070;Vetrix;0;;0;41;0;;0
1221640;Ultra Foodmess;0;;0;65;3;;0
703120;Keeplanet;0;;0;14;8;;0
328710;One Last Day;0;;0;65;38;;0
926140;CHANGE: A Homeless Survival Experience;0;;0;1640;145;;1656
1700630;天下镖局;0;;0;79;43;;117
845290;Destructions;0;;0;24;6;;0
739720;Penkura;0;;0;37;3;;0
1776800;KarmaCrown;0;;0;2;0;;0
873970;Virtual Families 2: Our Dream House;0;;0;14;11;;0
1238130;禁忌;0;;0;0;0;;0
1593100;Earth Marines;0;;0;13;5;;0
1365900;Mystika 4 : Dark Omens;0;;0;10;1;;0
962950;执行人 Executor;0;;0;14;2;;0
778120;Hyperbolic Ignition;0;;0;3;3;;0
1187910;Third Rule of Universe.;0;;0;2;1;;0
763350;Slime Sports;0;;0;8;1;;0
1537410;Twilight Drive;0;;0;5;0;;0
761910;Worbital;76;https://www.metacritic.com/game/pc/worbital?ftag=MCD-06-10aaa1f;0;332;33;;317
975470;Silver Chains;51;https://www.metacritic.com/game/pc/silver-chains?ftag=MCD-06-10aaa1f;0;420;147;;377
990900;Neon Noodles - Cyberpunk Kitchen Automation;0;;0;33;1;;0
372770;Floors of Discomfort;0;;0;5;2;;0
462580;New Yankee in Santa's Service;0;;0;12;5;;0
926870;Twin Synth;0;;0;1;0;;0
1966960;Burial Stone Playtest;0;;0;0;0;;0
848720;Z.W!;0;;0;3;1;;0
1343040;Blocky Ball;0;;0;58;13;;0
519140;Minds Eyes;0;;0;1078;440;;0
1987030;Heroes of Time;0;;0;0;0;;0
821260;LIGHT;49;https://www.metacritic.com/game/pc/light?ftag=MCD-06-10aaa1f;0;5;4;;0
1565720;To Save Humanity From Virus;0;;0;5;0;;0
748490;The Legend of Heroes: Trails of Cold Steel II;81;https://www.metacritic.com/game/pc/the-legend-of-heroes-trails-of-cold-steel-ii?ftag=MCD-06-10aaa1f;0;2113;125;;1992
545000;Aoki Ookami to Shiroki Mejika;0;;0;2;1;;0
1623720;BrainTeaser;0;;0;1;2;;0
544220;Damage: Sadistic Butchering of Humanity;0;;0;5;13;;0
338190;Just Get Through;0;;0;185;28;;156
1375270;Shape;0;;0;8;0;;0
551680;Bad birthday;0;;0;14;17;;0
1874510;Knightlife;0;;0;0;0;;0
1693780;Orbital Combat;0;;0;7;9;;0
1466930;Survival Quiz CITY;0;;0;115;73;;122
1748070;Storage Chase;0;;0;0;0;;0
1755120;Ghosts of War: Battle Royale WW2 Shooting games;0;;0;0;0;;0
964920;Space Tycoon | 星际大亨;0;;0;7;8;;0
1085570;Fables of Talumos;0;;0;8;0;;0
1528020;Afterlife VR;0;;0;71;9;;0
1796350;R.E.A.C.T;0;;0;0;1;;0
1444320;Cat Saves Halloween;0;;0;20;1;;0
906050;Hentai Case Opening;0;;63;54;29;98;205
351910;Valhalla Hills;69;https://www.metacritic.com/game/pc/valhalla-hills?ftag=MCD-06-10aaa1f;0;646;544;;604
513480;Geo;0;;0;138;22;;0
2010700;Hunter Survivors;0;;0;0;0;;0
1089830;Monster Energy Supercross - The Official Videogame 3;72;https://www.metacritic.com/game/pc/monster-energy-supercross---the-official-videogame-3?ftag=MCD-06-10aaa1f;0;900;126;;735
403070;Silver Creek Falls: Chapter 2;0;;0;41;8;;0
811440;Gripper's Adventure;0;;0;1;0;;0
491010;IN-VERT: Definitive Edition;0;;0;61;15;;0
681290;Hare;0;;0;11;1;;0
1233460;Star Escape;0;;0;1;1;;0
1688630;Emperial Knights Playtest;0;;0;0;0;;0
350530;Airport Firefighters - The Simulation;0;;0;94;107;;101
2026860;Maria Blanchard Virtual Gallery;0;;0;0;0;;0
1481840;Frisbros;0;;0;7;0;;0
1444890;Crazy Mafioso;0;;0;13;2;;0
1217340;Anime Studio Tycoon;0;;0;16;14;;0
1478660;Slotracers VR Playtest;0;;0;0;0;;0
872340;Bunny Battle Arena;0;;0;5;2;;0
523680;Honey Rose: Underdog Fighter Extraordinaire;0;;0;32;9;;0
439460;Ships 2017;0;;0;63;114;;148
1308880;FORECLOSED;0;;0;46;25;;0
296650;The Great Jitters: Pudding Panic;0;;0;48;26;;0
1549420;メンヘラフレシア　フラワリングアビス;0;;0;25;1;;0
418270;Draw Slasher;0;;0;388;373;;121
390220;Toilet Tycoon;0;;0;102;47;;115
549860;One Night Stand;0;;0;546;67;;521
612380;Cryptocracy;0;;0;5;3;;0
1559340;Qubie: Invader of Worlds;0;;0;0;0;;0
1632640;Bouncing Traveler;0;;0;7;3;;0
350480;Tales of Cosmos;0;;0;41;8;;0
220900;Jack Lumber;0;;0;225;128;;0
1768260;Killer Worm 2;0;;0;0;0;;0
539090;Clazer;0;;0;23;8;;0
908500;crazy maze ~疯狂迷宫 ~ 狂った迷路 ~ Laberinto loco ~ Labyrinthe fou ~ Verrücktes Labyrinth;0;;0;12;11;;0
1852760;Memory Puzzle - Sexy Fairies;0;;0;0;0;;0
809890;Shining Resonance Refrain;68;https://www.metacritic.com/game/pc/shining-resonance-refrain?ftag=MCD-06-10aaa1f;0;770;316;;751
570770;古剑奇谭二(GuJian2);0;;0;1802;518;;2166
448500;Little Walker;0;;0;34;2;;0
854160;Dino Dawn;0;;0;10;30;;0
1359170;Killer Dog;0;;0;8;3;;0
897010;Surface: Return to Another World Collector's Edition;0;;0;2;0;;0
1607870;Cub Gym;0;;0;1;0;;0
553260;Realpolitiks;52;https://www.metacritic.com/game/pc/realpolitiks?ftag=MCD-06-10aaa1f;0;671;404;;798
453130;Powargrid;0;;0;27;5;;0
1508890;Desirable: Dream Hotel;0;;0;0;0;;0
3010;Xpand Rally;82;https://www.metacritic.com/game/pc/xpand-rally?ftag=MCD-06-10aaa1f;0;293;73;;311
1297480;Isorropia;0;;0;1;1;;0
1217830;Khimera: Puzzle Island;0;;0;116;2;;0
628830;Ultra Hat Dimension;0;;0;24;0;;0
686440;Hard Time;0;;0;152;25;;160
521710;Romance of the Three Kingdoms III;0;;0;9;9;;0
1986310;猎魔战纪;0;;0;0;0;;0
1259660;NETABOKU -A robot girl changes my life as a bedridden boy-;0;;0;3;0;;0
108200;Ticket to Ride;0;;0;3942;419;;2753
614150;Train Harder;0;;0;10;0;;0
1570340;Dawn of the Falkonir;0;;0;0;0;;0
304970;SolidFace Parametric CAD Modeler 2D/3D;0;;0;1;0;;0
1630940;HUMBLE ZOMBIE;0;;0;5;1;;0
878520;Sally's Salon: Kiss & Make-Up;0;;0;66;27;;0
1927300;Yin Yang Space;0;;0;0;0;;0
340630;Ninja Guy;0;;0;42;119;;0
704310;Lumberjack VR;0;;0;10;5;;0
619150;while True: learn();0;;0;5491;477;;5423
1373890;Fight N' Fall;0;;0;1;0;;0
1869200;The Adventures of Mr. Hat;0;;0;14;0;;0
392030;Murasaki;0;;0;85;8;;0
605850;Pinball Inside: A VR Arcade Game;0;;0;47;14;;0
441670;Jelly Killer;0;;0;237;65;;266
962150;Tactics V: Obsidian Brigade;0;;0;20;6;;0
50990;Mystery Case Files: Ravenhearst®;0;;0;68;7;;0
648510;Choice of the Star Captain;0;;0;8;3;;0
1071070;Adventure of Great Wolf;0;;0;2;0;;0
2011540;Blue Star Mobile Team;0;;0;0;0;;0
1761740;My Cashy Side Job at Lost&Found in the Subway of Million-Person City;0;;0;25;5;;0
538700;TURGUL: RAPID FIGHTING;0;;0;1;2;;0
1564150;Lost in Blindness;0;;0;24;0;;0
726870;Anchorhead;0;;0;35;2;;0
1074390;Scikor - Final Scale;0;;0;5;0;;0
1554780;Trekking and Camping | 远足与露营;0;;0;14;3;;0
1065750;Spark and The Digital Daydream;0;;0;57;3;;0
714780;Google Spotlight Stories: Special Delivery;0;;0;35;5;;0
1321040;Memory Note;0;;0;47;0;;0
1204930;Hop Step Sing! Astral Piece;0;;0;83;1;;0
1588760;Switchball HD - Puzzle Platformer;0;;0;59;7;;0
924740;Beyond Senses;0;;0;22;16;;0
416340;Viking Saga: New World;0;;0;25;5;;0
242610;Grappledrome;0;;0;17;3;;0
1613340;Pirates of the Asteroid Belt Playtest;0;;0;0;0;;0
1168980;Buried Alive: The Annihilation VR;0;;0;6;14;;0
1277340;Sunset fighter;0;;0;2;0;;0
1233610;Tactical Warfare Simulator;0;;0;1;5;;0
302610;Boson X;0;;0;1426;109;;1284
1638730;Bear Soul;0;;0;0;0;;0
1484150;VR Museum Tour Grand Collection;0;;0;1;2;;0
1850710;Crossfire: Legion Playtest;0;;0;0;0;;0
922520;Blood City;0;;0;18;0;;0
1743770;Propnight Playtest;0;;0;0;0;;0
1157200;Magnesium_173;0;;0;3;0;;0
1862100;Quest for Cathay Kingdom Mah Jong;0;;0;5;0;;0
2022020;Hidden Desert War Top-Down 3D;0;;0;11;1;;0
1099400;唤境引擎 Evkworld;0;;0;29;13;;0
1604610;Space Tek;0;;0;0;0;;0
503060;The Agency of Anomalies: Mystic Hospital Collector's Edition;0;;0;14;0;;0
1275970;Digital Dungeon Tiles;0;;0;3;5;;0
847490;Star Speeder;0;;0;5;0;;0
1101580;Spooky Starlets: Movie Monsters;0;;0;0;0;;363
201010;Geneforge 5: Overthrow;0;;0;95;7;;0
837610;Mary Skelter: Nightmares;0;;0;421;54;;429
1029870;Unsung Heroes: The Golden Mask;0;;0;54;15;;0
205690;1000 Amps;0;;0;250;71;;122
632240;Gunball;0;;0;2;0;;0
1774150;Stack Gun Heroes Playtest;0;;0;0;0;;0
898910;DASH: Danger Action Speed Heroes;0;;0;15;0;;0
1042930;Trackmaster;0;;0;16;7;;0
109500;Fowl Space;0;;0;106;74;;124
539290;Brick Breaker;0;;0;35;42;;0
1603600;Daldos;0;;0;3;0;;0
489100;MachRace;0;;0;9;1;;0
1310620;The Sight in a mirror;0;;0;1;0;;0
740450;Alien Planet;0;;0;2;0;;0
1646090;Tokyo Rogue;0;;0;12;0;;0
448670;Pinball HD Collection;0;;0;52;32;;0
1956110;LandPort;0;;0;0;0;;0
542740;Balloon Blowout;0;;0;57;72;;0
687980;Mothlight;0;;0;351;19;;0
612120;Darwin's bots: Episode 1;0;;0;9;8;;0
1259000;Damascus;0;;0;189;54;;0
1380060;Urban Trial Tricky™ Deluxe Edition;0;;0;15;9;;0
814560;Eat my Shuriken and Die!;0;;0;1;0;;0
701100;Amoreon NightClub;0;;0;49;15;;0
1407060;Crimson Ranch;0;;0;19;3;;0
1495860;What The Dub?!;0;;0;205;15;;203
1126970;Strazeal;0;;0;1;0;;0
1639530;Bitten! Someone has to be a villain;0;;0;5;5;;0
1995420;Flora and Sauna;0;;0;0;0;;0
358000;The Curse of Nordic Cove;0;;0;15;15;;0
1856080;Ambushed;0;;0;0;2;;0
239430;Q.U.B.E: Director's Cut;0;;0;1438;285;;723
961490;Travis Strikes Again: No More Heroes Complete Edition;0;;0;298;43;;311
363500;Ossuary;0;;0;33;3;;0
286750;Zoo Empire;59;https://www.metacritic.com/game/pc/zoo-empire?ftag=MCD-06-10aaa1f;0;98;32;;111
388080;Borderless Gaming;0;;0;2461;336;;2619
1565630;Doge to the Moon;0;;0;4;0;;0
1751800;Ibatic;0;;0;0;0;;0
925360;Ape Hit;0;;0;5;1;;0
482300;Investigator;0;;0;654;277;;775
964910;Sunshine & Overcast;0;;0;3;3;;0
16130;Fish Tycoon;0;;0;58;12;;0
1716950;Gra&Vity;0;;0;14;0;;0
411530;Roads of Rome 3;0;;0;27;9;;0
237430;Expeditions: Conquistador;77;https://www.metacritic.com/game/pc/expeditions-conquistador?ftag=MCD-06-10aaa1f;0;1079;268;;1011
1843720;Skullborn Playtest;0;;0;0;0;;0
485120;Frog Climbers;0;;0;131;28;;0
1907570;Hot Milf 4;0;;0;0;0;;0
528670;Elems;0;;0;11;7;;0
417540;Gamefuel Driver Control;0;;0;9;6;;0
1496530;Cinders Of Hades;0;;0;1;2;;0
465070;TRIZEAL Remix;0;;0;22;2;;0
448010;RePete;0;;0;31;6;;0
782630;Twisted Sails;0;;0;12;4;;0
1162170;Below Sunshade;0;;0;0;0;;0
1941850;Goddess Of War Essa;0;;0;1;0;;0
1467740;Pocket Plants;0;;0;15;13;;0
1212930;Doler;0;;0;5;1;;0
1580990;Manipulator I:The Hand Behind;0;;0;0;0;;0
1975670;White Lavender;0;;0;30;3;;0
1808480;Poly Puzzle: Cats;0;;0;3;2;;0
818070;Draoi;0;;0;0;1;;0
1271190;Queen's Glory;0;;0;0;0;;523
944590;Thunder Kid;0;;0;29;3;;0
1299400;Understand;0;;0;409;31;;430
958090;School of the Dead: Anastasia;0;;0;30;7;;0
607040;Grimoire Chronicles;0;;0;44;15;;0
1301850;Meditation VR;0;;0;49;16;;0
299380;Masquerade: The Baubles of Doom;0;;0;15;42;;0
1626950;The Case of Maneki;0;;0;3;0;;0
342260;Nevermind;0;;0;319;93;;320
1684920;Dungless 2;0;;0;8;2;;0
888010;Tango: The Adventure Game;0;;0;50;9;;0
538950;Plenty: Skyhearth;0;;0;48;8;;0
293520;Carnivores: Dinosaur Hunter Reborn;0;;0;573;209;;654
502940;Calm Down, Stalin;0;;0;846;99;;864
1395560;Kandidatos;0;;0;2535;248;;2186
1038680;凯旋岛;0;;0;11;10;;0
291690;Empathy: Path of Whispers;59;https://www.metacritic.com/game/pc/empathy-path-of-whispers?ftag=MCD-06-10aaa1f;0;110;69;;133
1246200;Super Toxicboy;0;;0;1;0;;0
1581010;Haunted House - The Murder;0;;0;0;3;;0
1690250;Wet Waifu;0;;0;0;0;;0
653210;Prisoner;0;;0;22;15;;0
267360;MURI;0;;0;427;43;;306
1694430;Dynamic Dungeons Editor;0;;0;55;19;;0
1886850;Horror In Valkeala;0;;0;17;16;;0
1378490;Total War: Elysium Playtest;0;;0;0;0;;0
499910;SHINRAI - Broken Beyond Despair;0;;0;98;8;;105
1863170;From Dusk To Dawn;0;;0;6;2;;0
1644840;Kittens and Yarn;0;;0;108;6;;0
1422880;Frisbee For Fun;0;;0;17;2;;0
12460;BC Kings;0;;0;113;75;;167
410320;EARTH DEFENSE FORCE 4.1 The Shadow of New Despair;79;https://www.metacritic.com/game/pc/earth-defense-force-41-the-shadow-of-new-despair?ftag=MCD-06-10aaa1f;0;7129;401;;5577
1345440;Toy Tanks;0;;0;33;1;;0
757600;Hotel Transylvania 3: Monsters Overboard;0;;0;10;4;;0
952000;Be Vigilant!;0;;0;4;0;;0
1735930;SICK;0;;0;13;13;;0
336670;HIT;0;;0;181;298;;0
1828410;Survive The Island;0;;0;0;0;;0
733420;Fragments;0;;0;3;1;;0
1528770;RoadPunk;0;;0;4;2;;0
542260;The Herbalist;0;;0;559;35;;514
369560;The Story Goes On;0;;0;102;19;;0
1494400;VR JAPAN;0;;0;40;12;;0
394850;Square Brawl;0;;0;117;31;;120
953900;Pantsu Hunter: Back to the 90s;0;;0;148;29;;145
299480;Rogue Stormers;68;https://www.metacritic.com/game/pc/rogue-stormers?ftag=MCD-06-10aaa1f;0;656;297;;626
1696230;Peblito: Rock and Roll;0;;0;0;0;;0
1530670;Buyhads;0;;0;11;5;;0
1260220;Hentai Two Girls;0;;0;0;0;;0
1503530;Minit Fun Racer;0;;0;184;6;;184
750960;Yissa Deep Realms;0;;0;67;5;;0
1898130;Memory Novel - The Threesome;0;;0;0;0;;0
523210;A Normal Lost Phone;71;https://www.metacritic.com/game/pc/a-normal-lost-phone?ftag=MCD-06-10aaa1f;0;1845;231;;1720
1278170;Big Rumble Boxing: Creed Champions;0;;0;52;31;;0
950400;Blame Him;0;;0;59;70;;119
766570;Russian Fishing 4;0;;0;19370;5757;;0
1694450;Mix Hentai Girls;0;;0;0;0;;0
1343220;LINGERING;0;;0;0;0;;0
1672700;Tiny Hunter;0;;0;6;0;;0
1860120;Fractal Fly;0;;0;0;0;;0
1338020;Super Glitter Rush;0;;0;58;2;;0
1213420;Texas Holdem Poker: Solo King;0;;0;24;17;;0
1385820;Ninja Kunoichi;0;;0;1;0;;0
848460;Aurum Kings;0;;0;0;1;;0
735650;One More Night: BiO Clinic;0;;0;4;0;;0
1048100;Peekaboo;0;;0;2509;651;;2699
345700;Echo Tokyo: An Intro;0;;0;94;57;;0
1873830;Bouldeurdache;0;;0;0;0;;0
65600;Gothic 3: Forsaken Gods Enhanced Edition;0;;0;474;459;;702
674250;Resurgence: Earth United;0;;0;23;4;;0
439250;Space Pilgrim Episode III: Delta Pavonis;0;;0;291;48;;277
1788650;Alchera;0;;0;2;0;;0
1239710;Draco VR Dragon Sim;0;;0;0;0;;0
1275060;Farm Builder;0;;0;7;4;;0
940350;Snakest;0;;0;5;8;;0
868060;Immortal Darkness: Curse of The Pale King;0;;0;39;7;;0
1284550;Geometric Feel the Beats;0;;0;32;8;;0
924670;Need for Spirit: Drink & Drive Simulator/醉驾模拟器;0;;0;70;51;;0
598590;Escape 2042 - The Truth Defenders;0;;0;9;2;;0
620050;Start10;0;;0;38;26;;0
211208;VectorMan 2;0;;0;0;0;;0
454330;A Room Beyond;0;;0;18;5;;0
1723050;Escape Ninja;0;;0;1;2;;0
763230;Fruity Smoothie;0;;0;175;24;;0
959710;the earth is a better person than me;0;;0;0;0;;0
1140060;War Ghost;0;;0;1;3;;0
1644920;Love in Belarus;0;;0;42;4;;0
957070;iB Cricket;0;;0;93;4;;0
1270780;Elemental Defenders TD;0;;0;1;0;;0
1702210;Piecewise: build chat bots with blocks;0;;0;12;0;;0
1302270;F29 Retaliator;0;;0;7;0;;0
974930;Eternal Realm II: Dark Matter;0;;0;0;0;;0
1017480;WarGround;0;;0;11;9;;0
676030;Eternal Starlight VR;0;;0;44;3;;0
1728410;THORN DEMON HUNTER;0;;0;3;0;;0
1165280;Shuffle World;0;;0;7;5;;0
1095120;Helheim Hassle;0;;0;136;8;;0
818390;The Deer;0;;0;22;9;;0
1245470;Ultimate Ski Jumping 2020;0;;0;44;14;;0
839770;Phoenix Point;74;https://www.metacritic.com/game/pc/phoenix-point?ftag=MCD-06-10aaa1f;0;3087;1188;;3237
1874660;浮生箓 Floating Life;0;;0;69;38;;0
562640;Introvert Quest;0;;0;74;28;;0
360840;Lumini;69;https://www.metacritic.com/game/pc/lumini?ftag=MCD-06-10aaa1f;0;128;20;;0
1007890;VR Paper Star;0;;0;0;0;;0
1030840;Mafia: Definitive Edition;0;;0;37900;5785;;32979
1234450;EDGE OF DAWN;0;;0;15;27;;0
890130;Pawn of the Dead;0;;0;46;3;;0
1908060;The Curse Of Grimsey Island Playtest;0;;0;0;0;;0
1093880;XWallpaper;0;;0;72;71;;128
